"Suspicious pointer scaling to char","Implicit scaling of pointer arithmetic expressions can cause buffer overflow conditions.","warning","This pointer might have type [[""bt_hci_evt_hdr""|""relative:///drivers/bluetooth/hci/h4.c:135:31:135:37""]] (size 2), but the pointer arithmetic here is done with type uint8_t * (size 1).","/drivers/bluetooth/hci/h4.c","138","52","138","54"
"Suspicious pointer scaling to char","Implicit scaling of pointer arithmetic expressions can cause buffer overflow conditions.","warning","This pointer might have type [[""bt_hci_iso_hdr""|""relative:///drivers/bluetooth/hci/h4.c:121:31:121:37""]] (size 4), but the pointer arithmetic here is done with type uint8_t * (size 1).","/drivers/bluetooth/hci/h4.c","124","52","124","54"
"Suspicious pointer scaling to char","Implicit scaling of pointer arithmetic expressions can cause buffer overflow conditions.","warning","This pointer might have type [[""bt_hci_acl_hdr""|""relative:///drivers/bluetooth/hci/h4.c:107:31:107:37""]] (size 4), but the pointer arithmetic here is done with type uint8_t * (size 1).","/drivers/bluetooth/hci/h4.c","110","52","110","54"
